neuron,iou,feature_length,best lab
2,0.0,1,Null
1,0.0,1,Null
6,0.0,1,Null
7,0.0,1,Null
3,0.8919152615650671,2,(Angle Near 0 AND V_y High)
12,0.0,1,Null
13,0.0,1,Null
4,0.4876969375110639,4,((Angular Velocity High OR Y Coord Far From Ground) AND (NOT Right Leg reach ground))
15,0.0,1,Null
16,0.0,1,Null
0,0.5796586059743954,3,((Left Leg reach ground OR Right Leg reach ground) OR Angular Velocity High)
18,0.0,1,Null
5,0.4240331491712707,3,((X Coord In Center AND Y Coord Far From Ground) AND V_y Low)
20,0.0,1,Null
21,0.0,1,Null
8,0.7622068965517241,4,((NOT V_y Upward) AND (V_x High OR Y Coord Far From Ground))
10,0.39980009995002497,4,(((NOT Right Leg reach ground) AND Left Leg reach ground) OR Angular Velocity High)
24,0.0,1,Null
25,0.0,1,Null
9,0.6239441792141021,2,(X Coord In Center AND Y Coord Far From Ground)
27,0.0,1,Null
11,0.41330953595104536,4,(((NOT Left Leg reach ground) AND Large Angle) OR V_y High)
29,0.0,1,Null
30,0.0,1,Null
31,0.0,1,Null
14,0.5742971887550201,1,Y Coord Far From Ground
33,0.0,1,Null
26,0.6774317570165321,2,(X Coord In Center AND Y Coord Far From Ground)
35,0.0,1,Null
36,0.0,1,Null
17,0.48554164868364263,3,((V_y High AND Y Coord Far From Ground) AND Angle Near 0)
38,0.0,1,Null
39,0.0,1,Null
19,0.6120910192540729,4,((NOT Left Leg reach ground) AND (V_y High OR Y Coord Near Ground))
23,0.5594019666867349,3,((Angular Velocity Low OR Y Coord Near Ground) OR V_x Low)
42,0.0,1,Null
22,0.8888424134685768,3,((V_x Low OR Y Coord Near Ground) OR Large Angle)
32,0.67374709591769,4,((Large Angle OR Right Leg reach ground) AND (NOT Y Coord Far From Ground))
28,0.16136631330977622,5,(((NOT Angular Velocity Low) AND Large Angle) AND (NOT Y Coord Far From Ground))
45,0.0,1,Null
47,0.0,1,Null
48,0.0,1,Null
37,0.9580817051509769,4,((Angular Velocity High OR Angular Velocity Low) AND (NOT Right Leg reach ground))
50,0.0,1,Null
51,0.0,1,Null
52,0.0,1,Null
53,0.0,1,Null
54,0.0,1,Null
34,0.4221151640284469,3,((Angle Near 0 AND Y Coord Far From Ground) OR X Coord Outside Wider Center)
56,0.0,1,Null
57,0.0,1,Null
58,0.0,1,Null
43,0.7402933563416738,3,((V_y Low AND Y Coord Far From Ground) OR V_y High)
60,0.0,1,Null
40,0.3296903460837887,4,(((NOT Left Leg reach ground) AND Angular Velocity High) AND Y Coord Near Ground)
62,0.0,1,Null
